id,text
pubmedqa_637,"Although the mechanism of muscle wasting in end-stage renal disease is not fully understood, there is increasing evidence that acidosis induces muscle protein degradation and could therefore contribute to the loss of muscle protein stores of patients on hemodialysis, a prototypical state of chronic metabolic acidosis (CMA). Because body protein mass is controlled by the balance between synthesis and degradation, protein loss can occur as result of either increased breakdown, impaired synthesis, or both. Correction of acidosis DATE_1 therefore help to maintain muscle mass and improve the health of patients with CMA. We evaluated whether alkalizing patients on hemodialysis might have a positive effect on protein synthesis and on nutritional parameters. NUMERIC_1 chronic hemodialysis patients were treated daily with oral sodium bicarbonate (NaHCO(NUMERIC_1)) supplementation for TIME_1 days, yielding a pre-dialytic plasma bicarbonate concentration of OTHER_1 +/-NUMERIC_2 mmol/l. The fractional synthesis rates (OTHER_5) of muscle protein and albumin were obtained by the L-[(NUMERIC_3)H(NUMERIC_4)ring]phenylalanine flooding technique. Oral NaHCO(NUMERIC_1 )supplementation induced a significant increase in serum bicarbonate (OTHER_2 +/- NUMERIC_5 vs. OTHER_1 +/- NUMERIC_2 mmol/l; p = NUMERIC_6) and blood pH (OTHER_3 vs. OTHER_4; p = NUMERIC_7). The OTHER_5 of muscle protein and the OTHER_5 of albumin did not change significantly (muscle protein: OTHER_6 +/- NUMERIC_8 vs. OTHER_7 +/- NUMERIC_9% per day, p = NUMERIC_10; albumin: OTHER_8 +/- NUMERIC_11 vs. OTHER_9 +/- NUMERIC_12% per day, p = NUMERIC_13). Plasma concentrations of insulin-like growth factor NUMERIC_14 decreased significantly (OTHER_10 +/- OTHER_11 vs. OTHER_12 +/- OTHER_13 nmol/l; p = NUMERIC_15), whereas thyroid-stimulating hormone, free thyroxin and free triiodothyronine did not change significantly and nutritional parameters showed no improvement."
pubmedqa_402,"To compare analgesic management of daily pain for dying nursing home residents enrolled and not enrolled in Medicare hospice. Retrospective, comparative cohort study. Over NUMERIC_1 nursing homes in Kansas, LOCATION_1, LOCATION_2, New York, and South Dakota. A subset of residents with daily pain near the end of life taken from a matched cohort of hospice (NUMERIC_2) and nonhospice (NUMERIC_3) nursing home residents who had at least NUMERIC_1 resident assessments (Minimum Data Sets (MDSs)) completed, their last between DATE_1 and DATE_2, and who died before DATE_3 NUMERIC_4. The daily pain subset consisted of OTHER_1 hospice and NUMERIC_5 nonhospice residents. Detailed drug use data contained on the last MDS before death were used to examine analgesic management of daily pain. Guidelines from the ORGANIZATION_1 Medical Directors Association (ORGANIZATION_2) were used to identify analgesics not recommended for use in managing chronic pain in long-term care settings. The study outcome, regular treatment of daily pain, examined whether patients received any analgesic, other than those not recommended by ORGANIZATION_2, at least twice a day for each day of documented daily pain (i.e., NUMERIC_6 days before date of last MDS). NUMERIC_2 percent of hospice residents and OTHER_2% of nonhospice residents in daily pain received no analgesics (odds ratio (OR) = NUMERIC_7, NUMERIC_8% confidence interval (CI) = NUMERIC_9-NUMERIC_10). A lower proportion of hospice residents (NUMERIC_11%) than of nonhospice residents (NUMERIC_12%) received analgesics not recommended by ORGANIZATION_2 (OR = NUMERIC_13, NUMERIC_8% CI =NUMERIC_14-NUMERIC_15). Overall, acetaminophen (not in combination with other drugs) was used most frequently for nonhospice residents (OTHER_3% of NUMERIC_16 prescriptions), whereas morphine derivatives were used most frequently for hospice residents (OTHER_4% of NUMERIC_17 prescriptions). Fifty-one percent of hospice residents and NUMERIC_18% of nonhospice residents received regular treatment for daily pain. Controlling for clinical confounders, hospice residents were twice as likely as nonhospice residents to receive regular treatment for daily pain (adjusted odds ratio = OTHER_5, NUMERIC_8% CI = NUMERIC_19-NUMERIC_20)."
pubmedqa_784,"This study sought to compare OCCUPATION_1 surgery research residents' survey information regarding self-efficacy ratings to their observed performance during a simulated small bowel repair. Their observed performance ratings were based on their leadership skills in directing their assistant. Participants were given TIME_1 min to perform a bowel repair using bovine intestines with standardized injuries. Operative assistants were assigned to help assist with the repair. Before the procedure, participants were asked to rate their expected skills decay, task difficulty, and confidence in addressing the small bowel injury. Interactions were coded to identify the number of instructions given by the participants to the assistant during the repair. Statistical analyses assessed the relationship between the number of directional instructions and participants' perceptions self-efficacy measures. Directional instructions were defined as any dialog by the participant who guided the assistant to perform an action. OTHER_1 residents (NUMERIC_1% female) participated in the study. Participants who rated lower levels of decay in their intraoperative decision-making and small bowel repair skills were noted to use their assistant more by giving more instructions. Similarly, a higher number of instructions correlated with lower perceived difficulty in selecting the correct suture, suture pattern, and completing the entire surgical task."
pubmedqa_770,"The objective of the study was to determine whether myometrial electrical activity can differentiate false from true preterm labor. Electrical uterine myography (EUM) was measured prospectively on OTHER_1 women, gestational age less than AGE_1 weeks. The period between contractions, power of contraction peaks and movement of center of electrical activity (RMS), was used to develop an index score (NUMERIC_1-NUMERIC_2) for prediction of preterm delivery (PTD) within TIME_1 days of the test. The score was compared with fetal fibronectin (fFN) and cervical length (CL). Patients delivering within TIME_1 days from testing showed a higher index and mean RMS (P = .NUMERIC_3). No patients with EUM index scores of NUMERIC_1-NUMERIC_4 delivered in this time frame. Combining EUM with CL or fFN increased predictability. Logistic regression revealed that history of PTD and EUM index had NUMERIC_5- to NUMERIC_2-fold increased risk for PTD. Gestational age at testing, body mass index, fFN, and CL were nonsignificant contributors to PTD risk."
pubmedqa_735,"To assess whether perspective-taking, which researchers in other fields have shown to induce empathy, improves patient satisfaction in encounters between student-clinicians and standardized patients (OTHER_5). In NUMERIC_1 studies, randomly assigned students (N = OTHER_1) received either a perspective-taking instruction or a neutral instruction prior to a clinical skills examination in DATE_1. SP satisfaction was the main outcome in all NUMERIC_1 studies. Study NUMERIC_1 involved OTHER_2 third-year medical students from NUMERIC_2 universities. Studies NUMERIC_2 and NUMERIC_3 extended Study NUMERIC_1 to examine generalizability across student and SP subpopulations. Study NUMERIC_2 (OTHER_3 OCCUPATION_1 assistant students, NUMERIC_3 university) explored the effect of perspective-taking on OTHER_4 American OTHER_5' satisfaction. Study NUMERIC_3 (OTHER_6 third-year medical students, NUMERIC_2 universities) examined the intervention's effect on students with high and low baseline perspective-taking tendencies. Intervention students outscored controls in patient satisfaction in all studies: Study NUMERIC_1: P = .NUMERIC_4, standardized effect size = NUMERIC_5; Study NUMERIC_2: P = .NUMERIC_6, standardized effect size = NUMERIC_7; Study NUMERIC_3: P = .NUMERIC_8, standardized effect size = NUMERIC_9. In Study NUMERIC_2, perspective-taking improved OTHER_4 American OTHER_5' satisfaction. In Study NUMERIC_3, intervention students with high baseline perspective-taking tendencies outscored controls (P = .NUMERIC_10, standardized effect size = NUMERIC_11), whereas those with low perspective-taking tendencies did not (P = .NUMERIC_12, standardized effect size = NUMERIC_13)."
pubmedqa_913,"To study whether exercise during pregnancy reduces the risk of postnatal depression. Randomized controlled trial. ORGANIZATION_1 and ORGANIZATION_2 University Hospitals, Norway. OTHER_5 hundred and fifty-five pregnant women were randomized to intervention or control groups. The intervention was a TIME_1 week exercise program, including aerobic and strengthening exercises, conducted between week NUMERIC_1 and NUMERIC_2 of pregnancy. NUMERIC_1 weekly group session was led by physiotherapists, and home exercises were encouraged twice a week. Control women received regular antenatal care. OTHER_1 Postnatal Depression Scale (EPDS) completed NUMERIC_2 months after birth. Scores of NUMERIC_3 or more and NUMERIC_4 or more suggested probable minor and major depression, respectively. NUMERIC_3 of OTHER_2 (NUMERIC_5%) women in the intervention group and OTHER_3 of OTHER_4 (NUMERIC_6%) in the control group had an EPDS score of ≥NUMERIC_3 (p=NUMERIC_7), and NUMERIC_4 of OTHER_2 (NUMERIC_8%) women in the intervention group and OTHER_5 of OTHER_4 (NUMERIC_9%) in the control group had an EPDS score of ≥NUMERIC_4 (p=NUMERIC_10). Among women who did not exercise prior to pregnancy, NUMERIC_5 of OTHER_6 (NUMERIC_11%) women in the intervention group and OTHER_7 of OTHER_8 (NUMERIC_12%) in the control group had an EPDS score of ≥NUMERIC_3 (p=NUMERIC_13)."
pubmedqa_219,"To study the prevalence of pain and risk factors for pain in psychiatric patients in a psychiatric hospital. Using a questionnaire we investigated in a cross-sectional study the prevalence of pain, duration of pain, impairment and unfitness for work due to pain in OTHER_1 patients primarily diagnosed with a psychiatric disorder in the field of general adult psychiatry. Potential risk factors were explored. The point prevalence of pain was about NUMERIC_1%, the TIME_1 prevalence NUMERIC_2% and the TIME_2 prevalence NUMERIC_3%. The patients' most frequent complaints were low back pain, headache and shoulder and neck pain. Patients with affective disorders most frequently had pain complaints, followed by those with neurotic, stress-related and somatoform disorders and those with psychotic disorders such as schizophrenia, schizotypic and delusional disorders. Almost NUMERIC_4% of all patients reported pain continuing at least NUMERIC_5 months in the past year. Impairment and unfitness for work were related to specific psychiatric diagnosis. Statistically significant risk factors for pain were depression (OR=NUMERIC_6) and the number of past admissions to psychiatric hospitals (OR=NUMERIC_7)."
pubmedqa_641,"Juvenile and adult forms of ankylosing spondylitis (AS) have been shown to have different clinical presentation and outcome in OTHER_1. We did this retrospective analysis to see if similar differences exist in the Indian population. Case records of OTHER_2 Indian patients diagnosed with AS according to modified New York criteria were reviewed. Data were collected regarding age of onset, clinical features, drug treatment, and outcome at last follow-up. Patients with onset before AGE_1 years of age were classified as having juvenile AS (JAS) and the rest with adult AS (AAS). There were OTHER_3 patients with AAS and OTHER_4 with JAS. The latter had higher male preponderance, more frequent onset with peripheral arthritis, and greater involvement of hip and knee joints. Valvular dysfunction was seen only in patients with JAS."
pubmedqa_915,"Recent studies have implicated the human cytomegalovirus (HCMV) as a possible pathogen for causing hypertension. We aimed to study the association between HCMV infection and hypertension in the ORGANIZATION_1 States National Health and Nutrition Examination Survey (OTHER_3). We analyzed data on OTHER_1 men and OTHER_2 women in the OTHER_3 DATE_1. We included participants aged AGE_1 years who had valid data on HCMV infection and hypertension. Of the participants, OTHER_4% had serologic evidence of HCMV infection and OTHER_5% had hypertension. There were ethnic differences in the prevalence of HCMV infection (P<NUMERIC_1) and hypertension (P<NUMERIC_1). The prevalence of both increased with AGE_2 (P<NUMERIC_1). Before adjustment, HCMV seropositivity was significantly associated with hypertension in women (OR=NUMERIC_2, NUMERIC_3% CI=NUMERIC_4-NUMERIC_5, P=NUMERIC_1) but not in men. After adjustment for race/ethnicity, the association between HCMV seropositivity and hypertension in women remained significant (OR=NUMERIC_6, NUMERIC_3% CI=NUMERIC_7-NUMERIC_8, P=NUMERIC_9). Further adjustment for body mass index, diabetes status and hypercholesterolemia attenuated the association (OR=NUMERIC_10, NUMERIC_3% CI=NUMERIC_11-NUMERIC_12, P=NUMERIC_13). However, after adjusting for AGE_2, the association was no longer significant (OR=NUMERIC_14, NUMERIC_3% CI=NUMERIC_15-NUMERIC_16, P=NUMERIC_17)."
pubmedqa_752,"To investigate the diagnostic value of a half dose compared with a full dose of gadobenate dimeglumine in the assessment of synovitis or tenosynovitis in the wrist and finger joints in patients with early rheumatoid arthritis (RA) and a disease activity score greater than NUMERIC_1. With institutional review board approval and informed consent, OTHER_1 patients with early RA underwent NUMERIC_2-T magnetic resonance (MR/MR/MS) imaging with NUMERIC_1 different doses of contrast media. The contrast enhancement was measured in inflamed synovial tissue at half dose (OTHER_2 mmol per kilogram of body weight) and at full dose (OTHER_3 mmol/kg) by using T1-weighted sequences with fat saturation. The differences and the correlation of signal intensities (SIs) at half- and full-dose sequences were compared by using the paired t test and Pearson correlations. Image quality, Rheumatoid Arthritis MRI Score (RAMRIS), and tenosynovitis score on half- and full-dose images were compared by NUMERIC_1 observers using the Wilcoxon test. Interrater agreement was assessed by using κ statistics. A significant difference in SI was found between half-dose and full-dose gadobenate dimeglumine-enhanced synovial tissue (mean: OTHER_4 ± NUMERIC_3 vs OTHER_5 ± NUMERIC_4, P<.NUMERIC_5). Because the SI showed high correlation between the ratio at half dose and full dose (r = NUMERIC_6), the formula, ratio of synovial enhancement to saline syringe at full dose = NUMERIC_7 + NUMERIC_8 × ratio of synovial enhancement to saline syringe at half dose, can be used to convert the normalized value of half dose to full dose. However, no difference in RAMRIS (score NUMERIC_9 in OTHER_6 of OTHER_7 joints; score NUMERIC_10 in OTHER_8; score NUMERIC_11 in OTHER_9; and score NUMERIC_2 in OTHER_10) or tenosynovitis scores in grading synovitis or tenosynovitis in image quality and in assessment of synovial enhancement was detected between half-dose and full-dose images (P = NUMERIC_10)."
pubmedqa_806,"Recently, increasing number of literature has identified the posterior tibial slope (PTS) as NUMERIC_1 of the risk factors of primary anterior cruciate ligament (ACL) injury. However, few studies concerning the association between failure of ACL reconstruction (ACLR) and PTS have been published. The objective of this study was to explore the association between the failure of ACLR and PTS at a minimum of NUMERIC_2 years follow-up. NUMERIC_2 hundred and thirty NUMERIC_4 eligible patients from DATE_1 NUMERIC_1 to DATE_2 NUMERIC_2 were identified from our database. A total of OTHER_1 failure cases of ACLR and OTHER_1 randomly selected controls were included in this retrospective study. The demographic data and the results of manual maximum side-to-side difference with KT-NUMERIC_3 arthrometer at NUMERIC_4° of knee flexion and pivot-shift test before the ACLR and at the final follow-up were collected. The medial and lateral PTSs were measured using the magnetic resonance imaging (MRI) scan, based on PERSON_LASTNAME_1 measurement. A comparison of PTS between the NUMERIC_2 groups was performed. The overall failure rate of the present study was OTHER_2%. Of the OTHER_3 participants, the mean medial PTS was NUMERIC_5° ± NUMERIC_6° and the mean lateral PTS was NUMERIC_7° ± NUMERIC_8°. The medial PTS of the ACLR failure group was significantly steeper than the control group (NUMERIC_9° ± NUMERIC_10° vs. NUMERIC_11° ± NUMERIC_12°, P = NUMERIC_13). Similarly, the lateral PTS of the ACLR failure group was significantly steeper than the control group (NUMERIC_14° ± NUMERIC_12° vs. NUMERIC_15° ± NUMERIC_16°, P = NUMERIC_17). For medial PTS ≥ NUMERIC_18°, the odds ratio of ACLR failure was OTHER_4 (P = NUMERIC_19); for lateral PTS ≥NUMERIC_18°, the odds ratio of ACLR failure was OTHER_5 (P = NUMERIC_13)."
pubmedqa_919,"This study reviewed the results of performing day case laparoscopic cholecystectomy to assess the feasibility and safety of the procedure as a day case. This is a prospective study of OTHER_1 day case laparoscopic cholecystectomies performed between DATE_1 DATE_2 and DATE_3 NUMERIC_1 under the care of the senior author. The results of a follow-up questionnaire to assess post-discharge clinical course and patient satisfaction were analyzed. All patients had commenced eating and drinking and were fully mobile before discharge home. The length of hospital stay was TIME_1 hours. The mean age of the patients was AGE_1 years; OTHER_2 patients had an ORGANIZATION_1 Society of Anesthesiologists grade I, the remaining OTHER_3 patients were grade II. The mean operative time was TIME_2 minutes. There were no conversions to open procedures. There was no bleeding, no visceral injury, and no mortality. There was NUMERIC_1 admission directly from the day surgical unit (admission rate of NUMERIC_2%), but no readmission following discharge. No patients were admitted due to postoperative nausea or pain. Ninety-nine (NUMERIC_3%) of OTHER_1 patients responded to our questionnaire: NUMERIC_4% were satisfied about the information they had received. Patients rated their satisfaction with the procedure as follows: NUMERIC_5% excellent, NUMERIC_6% good, NUMERIC_7% satisfied, and NUMERIC_8 patient un-satisfied. Ninety-four percent of the patients would recommend the procedure as a day case."
pubmedqa_624,"Cardiovascular disease is prevalent among workers with high levels of occupational physical activity. The increased risk DATE_1 be due to a high relative aerobic workload, possibly leading to increased blood pressure. However, studies investigating the relation between relative aerobic workload and ambulatory blood pressure (ABP) are lacking. The aim was to explore the relationship between objectively measured relative aerobic workload and ABP. A total of OTHER_1 OCCUPATION_1 aged AGE_1 years were included after informed consent was obtained. A portable device (ORGANIZATION_1 NUMERIC_1) was mounted for TIME_1 measurements of ABP, and an Actiheart was mounted for TIME_1 heart rate measurements to calculate relative aerobic workload as percentage of relative heart rate reserve. A repeated-measure multi-adjusted mixed model was applied for analysis. A fully adjusted mixed model of measurements throughout the day showed significant positive relations (p<NUMERIC_2): a NUMERIC_3% increase in mean relative aerobic workload was associated with an increase of OTHER_2 ± OTHER_3 mmHg (NUMERIC_4% CI OTHER_4 mmHg) in systolic ABP and OTHER_5 ± OTHER_6 mmHg (NUMERIC_4% CI OTHER_7 mmHg) in diastolic ABP. Correlations between relative aerobic workload and ABP were significant."
pubmedqa_874,"Obstructive sleep apnea (OSA) is tightly linked to increased cardiovascular disease. Surgery is an important method to treat OSA, but its effect on serum lipid levels in OSA patients is unknown. We aimed to evaluate the effect of upper airway surgery on lipid profiles. We performed a retrospective review of OTHER_1 adult patients with OSA who underwent surgery (nasal or uvulopalatopharyngoplasty [UPPP]) at a major, urban, academic hospital in LOCATION_1 from DATE_1 to DATE_2 who had preoperative and postoperative serum lipid profiles. Serum TC (NUMERIC_1±NUMERIC_2 to NUMERIC_3±NUMERIC_4) and LP(a) (median OTHER_2 to OTHER_3) all decreased significantly post-operatively (P<NUMERIC_5, NUMERIC_5, respectively), with no changes in serum HDL, LDL, or TG (P>NUMERIC_6, all). For UPPP patients (n=NUMERIC_7), serum TC, HDL and LP(a) improved (P=NUMERIC_5, NUMERIC_5,<NUMERIC_5, respectively). For nasal patients (n=NUMERIC_8), only the serum LP(a) decreased (P<NUMERIC_5). In patients with normal serum lipids at baseline, only serum LP(a) decreased (P<NUMERIC_5). In contrast, in patients with isolated hypertriglyceridemia, the serum HDL, TG and LP(a) showed significant improvements (P=NUMERIC_9, NUMERIC_10,<NUMERIC_5, respectively). In patients with isolated hypercholesterolemia, the serum LP(a) decreased significantly (P=NUMERIC_5), with a similar trend for serum TC (P=NUMERIC_11). In patients with mixed hyperlipidemia, the serum TC and LDL also decreased (P=NUMERIC_9, NUMERIC_10, respectively)."
pubmedqa_760,"This study sought to investigate the ischemic and bleeding outcomes of patients fulfilling high bleeding risk (HBR) criteria who were randomized to OTHER_2 Endeavor Sprint stent (E-ZES) or bare-metal stent (BMS) implantation followed by an abbreviated dual antiplatelet therapy (DAPT) duration for stable or unstable coronary artery disease. DES instead of BMS use remains controversial in HBR patients, in whom long-term DAPT poses safety concerns. The OTHER_1 (OTHER_2 Endeavor Sprint Stent in Uncertain DES Candidates) is a multinational, randomized single-blinded trial that randomized among others, in a stratified manner, OTHER_3 patients fulfilling pre-defined clinical or biochemical HBR criteria-including AGE_1 age, indication to oral anticoagulants or other pro-hemorrhagic medications, history of bleeding and known anemia-to receive E-ZES or BMS followed by a protocol-mandated TIME_1 DAPT regimen. The primary endpoint of the study was the TIME_2 major adverse cardiovascular event rate, consisting of death, myocardial infarction, or target vessel revascularization. Compared with patients without, those with NUMERIC_1 or more HBR criteria had worse outcomes, owing to higher ischemic and bleeding risks. Among HBR patients, major adverse cardiovascular events occurred in OTHER_4% of the E-ZES and OTHER_5% of the BMS patients (hazard ratio: NUMERIC_2; NUMERIC_3% confidence interval: NUMERIC_4 to NUMERIC_5; p = NUMERIC_6), driven by lower myocardial infarction (OTHER_6% vs. NUMERIC_7%; p<NUMERIC_8) and target vessel revascularization (OTHER_7% vs. OTHER_8%; p = NUMERIC_9) rates in the E-ZES arm. The composite of definite or probable stent thrombosis was significantly reduced in E-ZES recipients, whereas bleeding events did not differ between stent groups."
pubmedqa_386,"Current risk assessment models for surgical site occurrence (SSO) and surgical site infection (SSI) after open OTHER_1 OTHER_2 repair (VHR) have limited external validation. Our aim was to determine (NUMERIC_1) whether existing models stratify patients into groups by risk and (NUMERIC_2) which model best predicts the rate of SSO and SSI. Patients who underwent open VHR and were followed for at least NUMERIC_1 mo were included. Using NUMERIC_1 data sets-a retrospective multicenter database (OTHER_1 OTHER_2 Outcomes Collaborative) and a single-center prospective database (Prospective)-each patient was assigned a predicted risk with each of the following models: OTHER_1 OTHER_2 Risk Score (OTHER_8), OTHER_1 OTHER_2 Working Group (OTHER_10), Centers for Disease Control and Prevention Wound Class, and OTHER_2 Wound Risk Assessment Tool (OTHER_9). Patients in the Prospective database were also assigned a predicted risk from the ORGANIZATION_1 College of Surgeons National Surgical Quality Improvement Program (ACS-NSQIP). Areas under the receiver operating characteristic curve (area under the curve [AUC]) were compared to assess the predictive accuracy of the models for SSO and SSI. Pearson's chi-square was used to determine which models were able to risk-stratify patients into groups with significantly differing rates of actual SSO and SSI. The OTHER_1 OTHER_2 Outcomes Collaborative database (n = OTHER_3) had an overall SSO and SSI rate of OTHER_4% and OTHER_5%, respectively. The AUCs were low for SSO (OTHER_6, NUMERIC_3, NUMERIC_4, and NUMERIC_5) and SSI (OTHER_7, NUMERIC_6, NUMERIC_7, and NUMERIC_8). The OTHER_8 (P = NUMERIC_9) and OTHER_9 (P < NUMERIC_9) significantly stratified patients into tiers for SSO, whereas the OTHER_10 (P < NUMERIC_10) and OTHER_9 (P < NUMERIC_10) stratified for SSI. In the Prospective database (n = OTHER_11), OTHER_12% and NUMERIC_11% developed an SSO and SSI, respectively. The AUCs were low for SSO (NUMERIC_12, NUMERIC_3, NUMERIC_7, NUMERIC_13, and NUMERIC_14) and modest for SSI (NUMERIC_15, NUMERIC_16, OTHER_7, NUMERIC_17, and NUMERIC_18). The ACS-NSQIP (P < NUMERIC_9) stratified for SSO, whereas the OTHER_8 (P < NUMERIC_9) and ACS-NSQIP (P < NUMERIC_10) stratified for SSI. In both databases, OTHER_8, OTHER_10, and Centers for Disease Control and Prevention overestimated risk of SSO and SSI, whereas OTHER_9 and ACS-NSQIP underestimated risk for all groups."
pubmedqa_972,"The present analysis compares NUMERIC_1 palliative treatment concepts for lung cancer in terms of overall survival. Survival data from OTHER_1 patients were used in a retrospective analysis. All patients received palliative treatment comprising either OTHER_2 Gy applied in NUMERIC_1 fractions or OTHER_3 Gy in OTHER_4 fractions. A subgroup analysis was performed to compare patients with a good-fair vs. poor overall condition. Median survival times were NUMERIC_2 weeks (range NUMERIC_3-NUMERIC_4 weeks) for patients treated with OTHER_2 Gy in NUMERIC_1 fractions and NUMERIC_5 weeks (range NUMERIC_6-NUMERIC_7 weeks) for patients treated with OTHER_3 Gy in OTHER_4 fractions (NUMERIC_8 % confidence interval, CI; p = NUMERIC_9). For patients with a good-fair overall condition, median survival times were NUMERIC_10 weeks (NUMERIC_11-NUMERIC_12 weeks) for OTHER_2 Gy in NUMERIC_1 fractions and NUMERIC_13 weeks (NUMERIC_14-NUMERIC_15 weeks) for OTHER_3 Gy in OTHER_4 fractions (CI NUMERIC_8 %, p = NUMERIC_16). In patients with a poor overall condition, these values were NUMERIC_17 weeks (NUMERIC_6-NUMERIC_18 weeks) and NUMERIC_2 weeks (NUMERIC_19-NUMERIC_20 weeks), respectively (CI NUMERIC_8 %, p = NUMERIC_21)."
pubmedqa_509,"Polymorphisms in the OTHER_1 receptor NUMERIC_1 (OTHER_6) and OTHER_1 receptor NUMERIC_2 (OTHER_8) genes are associated with intermediate or endpoint markers of cardiovascular disease and with the efficacy of OTHER_3 hormone therapy (OTHER_7). Contradictory findings have been described in the past and the role of these genetics variants remains unclear. A cross-sectional study was carried out with OTHER_2 OTHER_3 women, of whom OTHER_4 received oral OTHER_7 (OTHER_7+) and OTHER_5 did not receive any OTHER_7 (OTHER_7-). We analysed NUMERIC_1 single-nucleotide polymorphisms (SNPs) in OTHER_6 (rs1801132, rs7757956 and rs2813544) and NUMERIC_2 in OTHER_8 (rs3020450 and rs7154455) and derived haplotypes with NUMERIC_1 additional polymorphisms that had been previously investigated by our group (OTHER_6 rs2234693 and OTHER_8 rs1256049 and rs4986938). The OTHER_6 rs2813544 polymorphism was associated with low-density lipoprotein cholesterol (LDL-C) in OTHER_7+ OTHER_3 women (p = NUMERIC_3; pC = NUMERIC_4), while NUMERIC_3 OTHER_8 gene haplotype was associated with total cholesterol (T-chol) (p = NUMERIC_5; pC = NUMERIC_6) and LDL-C in OTHER_7+ OTHER_3 women (p = NUMERIC_7; pC = NUMERIC_8)."
pubmedqa_267,"To investigate whether prepuncture ultrasound evaluation of vascular anatomy facilitates internal jugular vein cannulation compared with landmark-guided puncture. Prospective randomized study. Single community hospital. Adult patients undergoing general anesthesia (n = OTHER_1). The right internal jugular vein was cannulated using either anatomic landmarks or prepuncture ultrasound (NUMERIC_1/NUMERIC_2 MHz) guidance. In the landmark group, respiratory jugular venodilation was used as the primary landmark for locating the vein. Results of cannulation and the incidence of complications were compared. Patients were randomly assigned to the ultrasound or landmark group. Respiratory jugular venodilation was identified in OTHER_2 patients (OTHER_10%), in whom results of cannulation did not differ between the NUMERIC_3 techniques with respect to the venous access rate (cannulated at the first attempt: OTHER_3% in the landmark v OTHER_4% in the ultrasound group), the success rate (cannulated within NUMERIC_4 attempts: OTHER_5% v NUMERIC_5%), and the incidence of arterial puncture (OTHER_6% v OTHER_7%). In the remaining OTHER_8 respiratory jugular venodilation-unidentified patients, the access rate (OTHER_9% v NUMERIC_6%, p<NUMERIC_7) and the success rate (OTHER_10 v NUMERIC_8%, p<NUMERIC_9) were significantly better in the ultrasound group, and no arterial puncture was recorded in the ultrasound group, whereas the incidence was OTHER_11% in the landmark group. The results were similar regardless of the ultrasound frequency used."
pubmedqa_819,"Poor bone quality and unstable fractures increase the cut-out rate in implants with gliding lag screws. The OTHER_1 (RC) lag screw for the Gamma3®nail was introduced to provide monoaxial rotational stability of the femoral head and neck fragment. The purpose of this study was to evaluate whether the use of the OTHER_1 (RC) lag screw is associated with reduced cut-out in patients with OTA/AO 31A1-NUMERIC_1 fractures.MATERIAL & Between DATE_1 and DATE_2, OTHER_2 patients with OTA/AO 31A1-NUMERIC_1 fractures were treated with a Gamma3®nail at our institution. Out of this sample OTHER_3 patients were treated with OTHER_1 (RC) lag screws. A total of OTHER_5 patients (NUMERIC_2 female, OTHER_6 male) with standard lag screw (treatment group A) were matched equally regarding age (±NUMERIC_3 years) sex, fracture type and location to OTHER_5 patients with OTHER_1 (RC) lag screw (treatment group B). Within a mean follow up of TIME_1 months (range NUMERIC_4-OTHER_6 months) we assessed the cut-out rate, the calTAD, lag screw migration, the OTHER_7 mobility score and the OTHER_7 ratio at postoperatively, TIME_2 and TIME_3 months following surgery. Furthermore we recorded all complications, ASA-Score, hospital stay and duration of surgery retrospectively. The most common fracture among group B with a cut-out of the lag screw were AO/OTA NUMERIC_5 and NUMERIC_6 fractures whereas in group A cut-out was most commonly seen in AO/OTA NUMERIC_7, OTHER_8 and NUMERIC_5 fractures, there was no significant reduction of the cut-out rate in group B OTHER_8% (n=NUMERIC_1) compared to group A OTHER_9% (n=NUMERIC_8). The duration of surgery was significantly shorter in group A (p<NUMERIC_9). There was no significant difference in lag screw placement, the OTHER_7 ratio and mobilization."
pubmedqa_441,"The objectives were to identify prognostic factors for the survival of children with cerebellar astrocytoma, and to evaluate the reproducibility and prognostic value of histological sub-classification and grading. Children aged AGE_1 years treated in LOCATION_1 for a cerebellar astrocytoma in the period DATE_1 were included and followed until DATE_2 NUMERIC_1 or until their death. The histological specimens from each patient were reviewed for revised grading and classification according to NUMERIC_1 different classification schemes: the WHO, the OTHER_1 and the OTHER_2 grading systems. The overall survival rate was OTHER_3% after a follow-up time of AGE_2 years. The significant positive prognostic factors for survival were ""surgically gross-total removal"" of the tumour at surgery and location of the tumour in the cerebellum proper as opposed to location in the fourth ventricle. No difference in survival time was demonstrated when we compared pilocytic astrocytoma and fibrillary astrocytoma. Moreover, we found that the OTHER_1 and the WHO classification systems had no predictive value and that the OTHER_2 system is unsuitable as a prognostic tool for low-grade posterior fossa astrocytomas."
